% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, interquartile range, further/more values", seed=334079, Thu Apr 10 00:10:05 2025, <python>{}</python>
1 12 0.2759568704759662 1.00004687609865 -1.421336090488101 -1.4213360904881009e+00 -1.262773583921596 -1.1366178281319148 0.11423595868761494   
2 24 0.27222411515846634 1.1053625984082316 -1.5073096301472435 -1.5073096301472435e+00 -1.3233796825826587 -1.1316250187883787 0.13027585962567856   
3 36 0.28269374998848495 1.1594379564951092 -1.5073096301472435 -1.4618853487940380e+00 -1.3943559598868496 -1.2391851458082321 0.07177563753175709   
4 48 0.2952660410334052 1.2430886644423667 -1.5508754524793917 -1.5508754524793917e+00 -1.4151568374250953 -1.19989601238692 0.08996307173333529   
5 60 0.310699807935205 1.3134610781150848 -1.5896847774632663 -1.5896847774632663e+00 -1.4721662571710874 -1.4031631864567804 0.11720829612539885   
6 72 0.33319300906228366 1.3826149336168767 -1.6153782066947828 -1.6153782066947828e+00 -1.4867847016815456 -1.3605875089827948 0.09538901003039069   
7 84 0.3517168898109787 1.4369268951952527 -1.6153782066947828 -1.6005599252126621e+00 -1.5051609429264596 -1.3847060652877463 0.08133877838437154   
8 96 0.36358811179383443 1.5008078589145275 -1.685049728096236 -1.6850497280962360e+00 -1.547687710373498 -1.3601684963497225 0.16079593523015023   
9 108 0.3587717326825476 1.5287062080393155 -1.702556034635613 -1.7025560346356130e+00 -1.5785018656659247 -1.4518877837005881 0.11022569422658623   
10 120 0.34419999230281495 1.5430308005576425 -1.702556034635613 -1.6725853534970816e+00 -1.583346837535778 -1.3804875256358635 0.07529532454717369   
11 132 0.32773367164177414 1.5489467229817961 -1.702556034635613 -1.6541598429398692e+00 -1.5582717946821822 -1.4605747335528037 0.08915637679254429   
12 144 0.3139181071826374 1.561665960462911 -1.7307937663450215 -1.7307937663450215e+00 -1.6465215467054815 -1.5518406718658317 0.028733863134106086   
13 156 0.31674711072120737 1.5654296873521707 -1.7307937663450215 -1.7294511379977662e+00 -1.6482612870603897 -1.5245401440862498 0.06459090166206405   
14 168 0.2997312047761157 1.6205811367117113 -1.7492739260749324 -1.7492739260749324e+00 -1.6641249994751053 -1.5717624621954116 0.10165378175998518   
15 180 0.2857389277530061 1.6429645335082075 -1.7492739260749324 -1.7279012840586232e+00 -1.6590444692203399 -1.514488325605191 0.08191838005234553   
16 192 0.2775144391141131 1.6954593911236533 -1.7570711072740255 -1.7570711072740255e+00 -1.6485426817643603 -1.5079774250142102 0.059248665273857526   
17 204 0.26542819467761136 1.739360198396611 -1.7616921067001403 -1.7616921067001403e+00 -1.6662669573545115 -1.6486776932266218 0.03292979715262834   
