% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sigma_vec.scaling*sqrt(diag(C))", seed=334079, Thu Apr 10 00:10:05 2025, <python>{}</python>
1 12 0.2759568704759662 0 0 0.27340627085109936 0.27582441591087964 0.2765861330461618 0.27319661261091116 0.27578234991978917 0.2781560594372223 0.2721737202107975 0.2743164714908446 0.275332579742646 0.2743318442620901 0.27415200613524265 0.2756579299347673 0.274251071402347 0.2749851295214167 0.27435022430175104 0.27450651905028645
2 24 0.27222411515846634 0 0 0.2695799245576188 0.272819922662523 0.2713613266681608 0.26515117762848384 0.2719792706722492 0.27324187442961545 0.26570598119260197 0.2701397427704366 0.27515972058626414 0.2716897845335638 0.2709161615951032 0.2732834100628488 0.2717287587949096 0.26939287382595123 0.27466973139893663 0.2687645400926375
3 36 0.28269374998848495 0 0 0.27840996163567616 0.28649174909963226 0.28054683489601273 0.27405680087037965 0.28211259823855 0.28616356463063874 0.275208814367044 0.2792290163650175 0.2954253421580777 0.2829318108816979 0.28232090466264026 0.28309926146036707 0.2837134086318984 0.27919366096594367 0.2792305362949241 0.28356234814811254
4 48 0.2952660410334052 0 0 0.2905285258948775 0.3089548739014486 0.29332625761949715 0.28561685586430696 0.2895061072131498 0.29164413270778977 0.2856924432297322 0.29176349873353497 0.31293162693987076 0.2943075680772653 0.29280141652624536 0.29715046389894845 0.2989525007505661 0.2912594635384662 0.2900499431795404 0.2976478245751313
5 60 0.310699807935205 0 0 0.30600244460168036 0.32520415664961555 0.30949830673725615 0.2987219732311223 0.30441655092291275 0.30788134182821053 0.30165009517023644 0.3045629120645359 0.33101764489097263 0.3093531802228211 0.30673949674539375 0.3150724865864718 0.31337724443990084 0.306938272897798 0.30688578560371654 0.32318682637401386
6 72 0.33319300906228366 0 0 0.3196770605233358 0.3466449424382721 0.32934210917349477 0.31871067002646725 0.3191465859318681 0.33508176788387173 0.3300709782385779 0.3244086734671313 0.3571907723862392 0.3324560924414807 0.33122343754820727 0.33761503721792474 0.334430851654475 0.33007631981784963 0.33335870955458785 0.35711312864645
7 84 0.3517168898109787 0 0 0.33494307603985113 0.36418894759674947 0.34526459305266805 0.3338016956376304 0.3352632679549392 0.35622729432680067 0.3517723478798005 0.33800476434335397 0.37785186629290307 0.35033717862088115 0.3537235613347577 0.35892188045280765 0.35507840324188744 0.3487111368284611 0.3525725393785403 0.38583443886176777
8 96 0.36358811179383443 0 0 0.3455292987723549 0.3793554065762523 0.3553662798523628 0.34626570976425686 0.3404517128294305 0.36559556808967014 0.36373496919511017 0.34540914589265825 0.3895007948008649 0.3588173347654709 0.3746073346682952 0.37078271342207403 0.36685396492341604 0.3534943932935243 0.362801990920754 0.4037166099801572
9 108 0.3587717326825476 0 0 0.34259900946444255 0.3690593908920269 0.3570489854940876 0.339976549376225 0.33572251874827497 0.36029386279204095 0.36108446630531044 0.338034936721122 0.3870987436962327 0.354929814447638 0.3694820263912879 0.3643609630113349 0.3619509732851897 0.3488685294744365 0.3591571641249929 0.3928934756712158
10 120 0.34419999230281495 0 0 0.32437298709932516 0.3537708673047912 0.3419628675683209 0.3182969553754021 0.32017855666953776 0.3464245334501177 0.3441701791334884 0.324905804775933 0.36959993483596765 0.34186702433155836 0.35427969729490294 0.3479124954371014 0.3470423929997366 0.3320831443394916 0.34658461165324034 0.3751480063315537
